File name	Line	Function	Duration[ms]	Explored nodes
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	236	_SistemaVeterinaria.Principal.FrmHistorial.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	7	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmHistorial.cs	245	_SistemaVeterinaria.Principal.FrmHistorial.dgvMasctoras_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	5
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmLogins.Designer.cs	28	_SistemaVeterinaria.Principal.FrmLogins.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmLogins.cs	35	_SistemaVeterinaria.Principal.FrmLogins.FrmLogins_Load$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmLogins.cs	82	_SistemaVeterinaria.Principal.FrmLogins.txtCodigo_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.Designer.cs	28	_SistemaVeterinaria.Principal.FrmMantenimiento.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	21	_SistemaVeterinaria.Principal.FrmMantenimiento.FrmMantenimiento_Load$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	26	_SistemaVeterinaria.Principal.FrmMantenimiento.btnNuevo_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	30	_SistemaVeterinaria.Principal.FrmMantenimiento.MtdLimpiarCajas$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	50	_SistemaVeterinaria.Principal.FrmMantenimiento.btnGuardar_Click$object.System.EventArgs$	0	15
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	76	_SistemaVeterinaria.Principal.FrmMantenimiento.btnModificar_Click$object.System.EventArgs$	0	15
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	100	_SistemaVeterinaria.Principal.FrmMantenimiento.btnlistar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	106	_SistemaVeterinaria.Principal.FrmMantenimiento.btnBuscar_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	125	_SistemaVeterinaria.Principal.FrmMantenimiento.btnBuscarM_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	151	_SistemaVeterinaria.Principal.FrmMantenimiento.btnBuscarPorDni_Click$object.System.EventArgs$	0	6
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	162	_SistemaVeterinaria.Principal.FrmMantenimiento.txtDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	178	_SistemaVeterinaria.Principal.FrmMantenimiento.txtBuscar_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	194	_SistemaVeterinaria.Principal.FrmMantenimiento.dgvMascota_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	5
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	208	_SistemaVeterinaria.Principal.FrmMantenimiento.txtNombre_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMantenimiento.cs	228	_SistemaVeterinaria.Principal.FrmMantenimiento.txtSoles_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.Designer.cs	28	_SistemaVeterinaria.Principal.FrmMascota.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	25	_SistemaVeterinaria.Principal.FrmMascota.FrmMascota_Load$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	30	_SistemaVeterinaria.Principal.FrmMascota.btnNuevo_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	34	_SistemaVeterinaria.Principal.FrmMascota.MtdLimpiarCajas$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	122	_SistemaVeterinaria.Principal.FrmMascota.listar$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	127	_SistemaVeterinaria.Principal.FrmMascota.btnListar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	132	_SistemaVeterinaria.Principal.FrmMascota.textDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	148	_SistemaVeterinaria.Principal.FrmMascota.btnBuscar_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	169	_SistemaVeterinaria.Principal.FrmMascota.btnBuscarPorDni_Click$object.System.EventArgs$	0	6
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	182	_SistemaVeterinaria.Principal.FrmMascota.txtBuscar_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	198	_SistemaVeterinaria.Principal.FrmMascota.dgvMascotas_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	13
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	265	_SistemaVeterinaria.Principal.FrmMascota.GenerarDocumentos$iTextSharp.text.Document$	68	1503
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	310	_SistemaVeterinaria.Principal.FrmMascota.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	7	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	320	_SistemaVeterinaria.Principal.FrmMascota.txtNombre_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	340	_SistemaVeterinaria.Principal.FrmMascota.txtEspecie_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	360	_SistemaVeterinaria.Principal.FrmMascota.txtRaza_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmMascota.cs	380	_SistemaVeterinaria.Principal.FrmMascota.txtPeso_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.Designer.cs	28	_SistemaVeterinaria.Principal.FrmPrincipal.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	28	_SistemaVeterinaria.Principal.FrmPrincipal.loadForm$System.Windows.Forms.Form$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	36	_SistemaVeterinaria.Principal.FrmPrincipal.FrmPrincipal_Load$object.System.EventArgs$	0	31
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	101	_SistemaVeterinaria.Principal.FrmPrincipal.setActiveForm$System.Windows.Forms.Button$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	112	_SistemaVeterinaria.Principal.FrmPrincipal.btnclientes_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	118	_SistemaVeterinaria.Principal.FrmPrincipal.btnPProductos_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	124	_SistemaVeterinaria.Principal.FrmPrincipal.btnECanina_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	130	_SistemaVeterinaria.Principal.FrmPrincipal.btnAActividades_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	136	_SistemaVeterinaria.Principal.FrmPrincipal.btnMPacientes_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	142	_SistemaVeterinaria.Principal.FrmPrincipal.btnSVacunacion_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	148	_SistemaVeterinaria.Principal.FrmPrincipal.btnRMascota_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	154	_SistemaVeterinaria.Principal.FrmPrincipal.btncerrar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	163	_SistemaVeterinaria.Principal.FrmPrincipal.group_Enter$object.System.EventArgs$	0	2
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	168	_SistemaVeterinaria.Principal.FrmPrincipal.btnHistorial_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmPrincipal.cs	174	_SistemaVeterinaria.Principal.FrmPrincipal.btnGanancias_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportMantenimiento.Designer.cs	28	_SistemaVeterinaria.Principal.FrmReportMantenimiento.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportMantenimiento.cs	24	_SistemaVeterinaria.Principal.FrmReportMantenimiento.FrmReportMantenimiento_Load$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportMantenimiento.cs	34	_SistemaVeterinaria.Principal.FrmReportMantenimiento.btnVacunas_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportMantenimiento.cs	98	_SistemaVeterinaria.Principal.FrmReportMantenimiento.GenerarDocumentos$iTextSharp.text.Document$	39	1503
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportMantenimiento.cs	143	_SistemaVeterinaria.Principal.FrmReportMantenimiento.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	7	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportTratamientos.Designer.cs	28	_SistemaVeterinaria.Principal.FrmReportTratamientos.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportTratamientos.cs	24	_SistemaVeterinaria.Principal.FrmReportTratamientos.FrmReportTratamientos_Load$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportTratamientos.cs	34	_SistemaVeterinaria.Principal.FrmReportTratamientos.btnVacunas_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportTratamientos.cs	98	_SistemaVeterinaria.Principal.FrmReportTratamientos.GenerarDocumentos$iTextSharp.text.Document$	41	1503
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportTratamientos.cs	143	_SistemaVeterinaria.Principal.FrmReportTratamientos.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	7	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportVacunas.Designer.cs	28	_SistemaVeterinaria.Principal.FrmReportVacunas.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportVacunas.cs	24	_SistemaVeterinaria.Principal.FrmReportVacunas.FrmReportVacunas_Load$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportVacunas.cs	34	_SistemaVeterinaria.Principal.FrmReportVacunas.btnVacunas_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportVacunas.cs	97	_SistemaVeterinaria.Principal.FrmReportVacunas.GenerarDocumentos$iTextSharp.text.Document$	41	1503
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmReportVacunas.cs	142	_SistemaVeterinaria.Principal.FrmReportVacunas.GetTama.F1oColumnas$System.Windows.Forms.DataGridView$	6	403
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.Designer.cs	28	_SistemaVeterinaria.Principal.FrmServicios.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	21	_SistemaVeterinaria.Principal.FrmServicios.FrmServicios_Load$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	26	_SistemaVeterinaria.Principal.FrmServicios.btnNuevo_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	32	_SistemaVeterinaria.Principal.FrmServicios.MtdLimpiarCajas$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	52	_SistemaVeterinaria.Principal.FrmServicios.btnGuardar_Click$object.System.EventArgs$	0	15
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	77	_SistemaVeterinaria.Principal.FrmServicios.btnModificar_Click$object.System.EventArgs$	0	15
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	103	_SistemaVeterinaria.Principal.FrmServicios.btnListar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	109	_SistemaVeterinaria.Principal.FrmServicios.btnBuscar_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	128	_SistemaVeterinaria.Principal.FrmServicios.btnBuscarM_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	155	_SistemaVeterinaria.Principal.FrmServicios.txtDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	171	_SistemaVeterinaria.Principal.FrmServicios.txtBuscar_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	187	_SistemaVeterinaria.Principal.FrmServicios.btnBuscarPorDni_Click$object.System.EventArgs$	0	6
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	199	_SistemaVeterinaria.Principal.FrmServicios.dgvVacunacion_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	5
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	213	_SistemaVeterinaria.Principal.FrmServicios.txtNombre_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	233	_SistemaVeterinaria.Principal.FrmServicios.txtVacuna_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmServicios.cs	253	_SistemaVeterinaria.Principal.FrmServicios.txtSoles_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.Designer.cs	28	_SistemaVeterinaria.Principal.FrmTratamientos.InitializeComponent$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	21	_SistemaVeterinaria.Principal.FrmTratamientos.FrmEmergencia_Load$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	26	_SistemaVeterinaria.Principal.FrmTratamientos.btnNuevo_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	31	_SistemaVeterinaria.Principal.FrmTratamientos.MtdLimpiarCajas$$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	53	_SistemaVeterinaria.Principal.FrmTratamientos.btnGuardar_Click$object.System.EventArgs$	0	18
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	82	_SistemaVeterinaria.Principal.FrmTratamientos.btnModificar_Click$object.System.EventArgs$	0	18
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	111	_SistemaVeterinaria.Principal.FrmTratamientos.btnListar_Click$object.System.EventArgs$	0	3
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	117	_SistemaVeterinaria.Principal.FrmTratamientos.btnBuscar_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	136	_SistemaVeterinaria.Principal.FrmTratamientos.btnBuscarM_Click$object.System.EventArgs$	0	8
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	163	_SistemaVeterinaria.Principal.FrmTratamientos.txtDni_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	179	_SistemaVeterinaria.Principal.FrmTratamientos.txtBuscar_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	195	_SistemaVeterinaria.Principal.FrmTratamientos.btnBuscarPorDni_Click$object.System.EventArgs$	0	6
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	207	_SistemaVeterinaria.Principal.FrmTratamientos.dgvMascotas_CellMouseClick$object.System.Windows.Forms.DataGridViewCellMouseEventArgs$	0	5
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	223	_SistemaVeterinaria.Principal.FrmTratamientos.txtNombre_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	243	_SistemaVeterinaria.Principal.FrmTratamientos.txtTratamientos_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	12
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Principal\FrmTratamientos.cs	263	_SistemaVeterinaria.Principal.FrmTratamientos.txtSoles_KeyPress$object.System.Windows.Forms.KeyPressEventArgs$	0	9
E:\Risther2020\CICLO VII\Calidad y Pruebas de Software\U1\SistemaVeterinaria\SistemaVeterinaria\Program.cs	13	_SistemaVeterinaria.Program.Main$$	0	3
